行ID,施設名,郵便番号,住所,電話番号,ウェブサイトURL,初診の対応可能,再診の対応可能,対応診療科,担当医師名,対面診療が必要と判断した場合に連携する医療機関名（複数ある場合は複数、住所も併せて記載）,地方ID,地方,ID地方,都道府県ID,都道府県,ID都道府県,市区町村ID,市区町村,ID市区町村,二次医療圏ID,二次医療圏,ID二次医療圏
810,今村病院,010-0146,秋田県秋田市下新城中野字琵琶沼１２４番地１,018-873-3011,https://www.kyukokai.com/kyukokai/imamura/,〇,〇,精神科,稲庭千弥子,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
811,市立秋田総合病院,010-0933,秋田県秋田市川元松丘町４番３０号,018-823-4171,http://akita-city-hospital.jp/,×,〇,全科,外来担当医,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
812,中通総合病院,010-8577,秋田県秋田市南通みその町3番15号,018-833-1122,http://www.meiwakai.or.jp/nakadori/,×,△,すべての診療科,各診療科医師,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
813,土崎病院,011-0946,秋田県秋田市土崎港中央四丁目4-26,0188-845-4121,https://www.tsuchizakihp.or.jp/,×,〇,内科外科皮膚科泌尿器科心療内科,小野栄二小林匡志村道隆山中康生八木伸夫真鍋求野口奈津子三浦邦夫佐藤浩徳後藤弥生,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
814,秋田赤十字病院,010-1495,秋田県秋田市上北手猿田字苗代沢２２２－１,018-829-5000,http://www.akita-med.jrc.or.jp/archive/news/1001#denwasaisin,×,△,外来診療を行うすべての診療科,外来診療を行うすべての医師,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
815,大町内科外科クリニック,010-0921,秋田市大町1-2-23,018-888-3037,,×,〇,内科外科,櫻庭清,秋田市内各総合病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
816,クリニカオルト,010-0001,秋田市中通一丁目3番5号秋田キャッスルホテル2F,018-837-1616,,×,〇,整形外科,湊裕子,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
817,おのば腎泌尿器科クリニック,010-1423,秋田県秋田市仁井田字中新田80番地,018-892-6123,http://www13.plala.or.jp/onobajin/,×,〇,泌尿器科内科,佐藤良延,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
818,村山クリニック,011-0936,秋田県秋田市将軍野南５丁目１２－１９,018-845-0295,,×,〇,内科,村山仁,秋田厚生医療センター,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
819,髙清水医院,010-0001,秋田県秋田市中通6丁目15－6,018-832-7122,,〇,〇,内科消化器内科,高清水一善,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
820,あきた睡眠クリニック,010-0865,秋田市手形新栄町7-3,018-853-4159,http://www.akitasleep.net/,×,〇,耳鼻咽喉科・精神科,戸川清田中俊彦三島和夫今西彩,秋田大学医学部附属病院精神科（秋田県秋田市広面蓮沼４４?２）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
821,医療法人田近医院,019-2625,秋田県秋田市河辺北野田高野字上前田表76-1,018-882-3123,,×,〇,内科、糖尿病内科、循環器内科,田近武彦田近武伸,秋田赤十字病院（秋田市上北出猿田字苗代沢222-1）秋田厚生医療センター（秋田県秋田市飯島西袋1-1-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
822,医療法人杏仁会ひかり桜ケアクリニック,010-0042,秋田県秋田市桜二丁目17-23,018-874-8858080-1667-8894（担当者携帯：菅原）,http://kyojinkai.com/sakura-top/,〇,〇,内科消化器内科,髙木亮,秋田赤十字病院（〒010-1495秋田県秋田市上北手猿田苗代沢２２２?１）秋田大学医学部附属病院（〒010-8543秋田県秋田市広面蓮沼４４?２）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
823,澤口医院,010-0971,秋田市八橋三和町14-6,018-865-3311,http://www.sawaguchi-clinic.jp/,〇,〇,小児科,澤口博,市立秋田総合病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
824,おきた町診療所,010-1634,秋田県秋田市新屋沖田町5-2,018-828-5522,http://okita.cure.to/,〇,〇,内科・消化器科肛門科・外科,川村隆彦,秋田赤十字病院中通総合病院市立秋田総合病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
825,加賀谷記念小松こども医院,010-1425,秋田県秋田市御野場新町4丁目7-22,018-839-8100,http://kagaya-kodomo.com/,〇,〇,小児科内科,小松偉子,秋田赤十字病院中通総合病院市立秋田総合病院協力医：おのば高橋小児科ｸﾘﾆｯｸ,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
826,アーク循環器クリニック,010-0041,秋田市広面字谷地沖26-1,018-831-3311,,×,〇,内科,柳澤宗柳澤昌子,秋田大学附属病院、秋田赤十字病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
827,いなば内科胃腸科クリニック,010-0802,秋田県秋田市外旭川字待合14-3,018-868-1781,http://inaba-cl.jp/index.htm,〇,〇,内科、消化器内科,稲葉宏次,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
828,お肌のクリニック,010-0864,秋田県秋田市手形住吉町1-3三愛会ﾋﾞﾙ２F,018-874-7558,http://www.ohada-cl.jp/,△,〇,皮フ科小児皮フ科,豊田知子,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
829,つつみ整形外科,011-0902,秋田県秋田市寺内堂ノ沢三丁目8-24,018－880－6060,http://www.tsutsumi.e-doctor.info/,〇,〇,整形外科リハビリテーション科リウマチ科内科皮膚科,堤祥浩,秋田大学医学部附属病院（秋田県秋田市本道1-1-1）秋田厚生医療センター（秋田県秋田市飯島西袋1-1-1）市立秋田総合病院（秋田県秋田市川元松丘町4-30）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
830,医療法人恭光会わだクリニック,011-0901,秋田県秋田市寺内字三千刈86-3,018-896-5560,https://wadaclinic.net/,×,〇,内科内科（呼吸器）内科（循環器）,和田博,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
831,医療法人長谷山会長谷山内科医院,010-0001,秋田県秋田市中通3丁目3番48号,018-832-2248,,〇,〇,内科,長谷山俊之,中通総合病院（秋田市南通みその町3-15）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
832,島田ｸﾘﾆｯｸ,010-0931,秋田県秋田市川元山下町7-21,018-888-0101,http://shimadacl.byoinnavi.jp/pc/,×,〇,小児科,島田堅一,市立秋田総合病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
833,さくら小児科医院,010-0042,秋田県秋田市桜一丁目１?１１,018-825-5560,,〇,〇,小児科アレルギー科,荘司裕荘司靖子,秋田赤十字病院（秋田市上北手猿田字苗代沢222-1）市立秋田総合病院（秋田県秋田市川元松丘町4?30）中通総合病院（秋田県秋田市南通みその町3番15号）秋田厚生医療センター（秋田県秋田市飯島西袋1丁目1?1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
834,鹿嶋医院,011-0942,秋田市土崎港東四丁目４-７０,018-880-1221,www.kashima-clinic.or.jp/,〇,〇,内科・外科消化器内科,鹿嶋雄治大山幸子,秋田厚生医療センター,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
835,あきた腎・膠原病・リウマチクリニック,010-0001,秋田県秋田市中通2-8-1フォンテ秋田7F,018-834-0151,https://www.akita.clinic,×,〇,内科リウマチ科腎臓内科,富樫賢,秋田大学医学部附属病院（秋田県秋田市広面字蓮沼44-2）中通総合病院（秋田県秋田市南通みその町3-15）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
836,医療法人裕心会あきた駅前内科外科クリニック,010-0874,秋田県秋田市千秋久保田町3番15号三宅ビル2F,018-837-6500,http://ekimae-cl.jp/,×,〇,内科・外科乳腺外科消化器内科肛門外科,吉田節朗,中通総合病院（〒010-8577秋田県秋田市南通みその町３?１５）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
837,なかこうじメンタルクリニック,010-0001,秋田県秋田市中通２?２?７トラストワンビル４階,018-853-7031,https://www.nakakoji.clinic,×,〇,精神科,佐々木一彦佐々木智康,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
838,ささはら内科医院,010-0921,秋田市大町3丁目４－４１,018-862-2575,https://sasahara-naika.jp/,〇,〇,内科,笹原秀明,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
839,真崎耳鼻咽喉科医院,011-0946,秋田県秋田市土崎港中央６丁目８－３,018-845-0234,http://www.masakient.jp/,〇,〇,内科耳鼻咽喉科,真崎雅和,秋田厚生医療センター（秋田県秋田市飯島西袋1-1-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
840,早川眼科伊奈皮ふ科医院,010-0011,秋田県秋田市南通亀の町４－３６,018-832-2830,,×,〇,眼科皮膚科,伊奈美枝子伊奈慎介,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
841,医療法人杏仁会御所野ひかりクリニック,010-1423,秋田市仁井田字横山260-1,018-829-8880,http://kyojinkai.com/hikari-top/,〇,〇,内科・循環器内科・漢方内科・皮膚科,勝田光明勝田麻里子,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
842,ながぬま内科,011-0946,秋田県秋田市土崎港中央6-2-24,018-857-2111,http://www.naganuma-tsuchizaki.com,〇,〇,内科,堀江泰介,秋田厚生医療センター（秋田県秋田市飯島西袋1-1-1)市立秋田総合病院（秋田県秋田市川本松丘町4-30）秋田大学医学部附属病院（秋田県秋田市広面蓮沼44-2）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
843,医療法人小川内科医院,010-0001,秋田県秋田市中通3丁目3-55,018-832-4013,http://www.sakon.or.jp/,〇,〇,内科,島仁,七海医院（秋田市泉南２－９－２０）市立秋田総合病院（秋田市川元松丘町４－３０）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
844,あきた乳腺クリニック,010-0041,秋田県秋田市広面蓮沼23-2,018-834-0602,akita-nyusen@ric.hi-ho.ne.jp,×,〇,乳腺外科,工藤保,秋田大学医学部附属病院秋田赤十字病院,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
845,鎌田循環器科内科クリニック,010-0041,秋田市広面字蓮沼87-1,018-834-2121,,〇,〇,内科循環器科呼吸器科,鎌田滋夫,中通総合病院（秋田市南通みその町3-15）秋田大学附属病院（秋田市広面字蓮沼44-2）秋田赤十字病院（秋田市上北手猿田字苗代沢222-1）県立循環器・脳脊椎ｾﾝﾀｰ（秋田市千秋久保田町6-1）秋田厚生医療センター（秋田市飯島西袋1-1-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
846,水沢医院,010-0065,秋田市茨島4－6－37,018－866-5533,,〇,〇,内科,水沢広和,中通総合病院（秋田市南通みその町3－15）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
847,さんのへ耳鼻咽喉科クリニック,010-0814,秋田市泉東町８?５７,018-869-9587,http://www.sannnohe-jibika.com,×,〇,耳鼻咽喉科・アレルギー科,三戸聡,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
848,いちかわ内科クリニック,010-1436,秋田県秋田市大住三丁目３－４８,018-853-1888,https://ichikawa-medical.jp,〇,〇,内科,市川喜一,市立秋田総合病院（秋田県秋田市川元松丘町４－３０）中通総合病院（秋田県秋田市南通みその町３－１５）秋田赤十字病院（秋田県秋田市上北手猿田字苗代沢２２２番地１）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
849,飯島透析クリニック,011-0911,秋田県秋田市飯島字薬師田360番地,018-880-5544,info@iijima-dialysis-clinic.jp,〇,〇,泌尿器科、内科,工藤茂高,秋田厚生医療センター（〒011-0948秋田県秋田市飯島西袋1-1-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
850,えのきこどもクリニック,010-0972,秋田県秋田市八橋田五郎2丁目13-18,018-866-0505,http://www.enokiclinic.net/#tourhttp://www.enokiclinic.net/,〇,〇,小児科,榎正行榎真美子,市立秋田総合病院(秋田市）秋田厚生医療センター(秋田市）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
851,医療法人大野小児科医院,010-0013,秋田県秋田市南通築地2-15,018-832-5301,?http://大野小児科.com/,〇,〇,小児科,大野忠行,市立秋田総合病院（秋田県秋田市川元松丘町４?３０）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
852,今村記念クリニック,010-0141,秋田県秋田市下新城長岡字毛無谷地265,018-872-1313,https://www.kyukokai.com/kyukokai/imamura-kinen-clinic/,〇,〇,小児科,後藤敦子,,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
853,稲庭クリニック,010-0011,秋田県秋田市南通亀の町2－21,018－835－1210,https://www.kyukokai.com/warabekai/inaniwa-clinic/,×,〇,内科心療内科精神科,菅原純哉館岡正子,今村病院（秋田県秋田市下新城中野字琵琶沼124-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
854,もりた整形外科医院,011-0926,秋田市港北松野町２-2,018-816-0880,,×,〇,整形外科,森田裕己,秋田厚生医療センター,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
855,クリニック八橋和田内科,010-0917,秋田県秋田市八橋大畑二丁目３－３,018-824-8770,http://clinic-yabase-wada.com/,〇,〇,内科,和田勲,秋田厚生医療センター（秋田市飯島西袋1-1-1）市立秋田総合病院（秋田市川元松丘町4-30）中通総合病院（秋田市南通みその町3-15）秋田赤十字病院（秋田市上北手猿田字苗代沢222-1）,2,東北,2東北,5,秋田県,05秋田県,5201,秋田市,05201秋田市,504,秋田周辺,0504秋田周辺
856,JCHO秋田病院,016-0851,秋田県能代市緑町５番２２号,0185-52-3271,https://akita.jcho.go.jp/,〇,〇,内科・小児科・外科・産婦人科・泌尿器科・整形外科・眼科・耳鼻咽喉科,金子兼喜・佐々木隆・須藤智行・竹島明・鈴木紀行・大塚美穂子・笹本誠・菅沼理江・太田博孝・日下歩・大塚博徳・大山哲司・對馬誉大・熱海治・坂本賢生,,2,東北,2東北,5,秋田県,05秋田県,5202,能代市,05202能代市,503,能代・山本,0503能代・山本
